"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2017","145","PM2.5","Compton","06-037-1302","AQS","27","34","28","145","30"
"01/02/2017","63","PM2.5","Reseda","06-037-1201","AQS","10","36","10","63","36"
"01/03/2017","70","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","17","32","9","70","55"
"01/04/2017","75","PM2.5","Reseda","06-037-1201","AQS","20","31","14","75","48"
"01/05/2017","53","PM2.5","Reseda","06-037-1201","AQS","8","29","10","53","36"
"01/06/2017","56","PM2.5","Reseda","06-037-1201","AQS","10","37","31","56","42"
"01/07/2017","74","PM2.5","Reseda","06-037-1201","AQS","27","31","26","74","43"
"01/08/2017","84","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","39","32","14","84","43"
"01/09/2017","60","PM2.5","Reseda","06-037-1201","AQS","15","31","9","60","40"
"01/10/2017","61","PM2.5","Reseda","06-037-1201","AQS","14","33","13","61","42"
"01/11/2017","58","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","6","39","13","58","40"
"01/12/2017","55","PM2.5","Reseda","06-037-1201","AQS","9","32","3","55","38"
"01/13/2017","65","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","20","35","21","65","56"
"01/14/2017","75","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","20","38","8","75","40"
"01/15/2017","71","PM2.5","Reseda","06-037-1201","AQS","17","36","8","71","30"
"01/16/2017","75","PM2.5","Reseda","06-037-1201","AQS","13","40","17","75","48"
"01/17/2017","71","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","23","36","16","71","58"
"01/18/2017","73","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","18","37","11","73","47"
"01/19/2017","59","PM2.5","Reseda","06-037-1201","AQS","7","41","26","59","49"
"01/20/2017","50","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","8","41","3","50","38"
"01/21/2017","54","PM2.5","Reseda","06-037-1201","AQS","8","41","5","54","39"
"01/22/2017","57","PM2.5","Reseda","06-037-1201","AQS","8","40","3","57","28"
"01/23/2017","55","PM2.5","Reseda","06-037-1201","AQS","10","43","3","55","55"
"01/24/2017","66","PM2.5","Reseda","06-037-1201","AQS","14","34","6","66","54"
"01/25/2017","68","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","18","39","24","68","61"
"01/26/2017","73","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","22","40","10","73","62"
"01/27/2017","69","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","22","44","8","69","60"
"01/28/2017","78","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","32","46","12","78","51"
"01/29/2017","69","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","40","45","11","69","52"
"01/30/2017","77","NO2","Long Beach-Route 710 Near Road","06-037-4008","AQS","30","43","20","62","77"
"01/31/2017","78","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","30","40","41","78","73"
"02/01/2017","74","PM2.5","Long Beach (North)","06-037-4002","AQS","23","46","26","74","54"
"02/02/2017","77","PM2.5","Reseda","06-037-1201","AQS","14","39","23","77","46"
"02/03/2017","69","PM2.5","Reseda","06-037-1201","AQS","10","31","17","69","42"
"02/04/2017","58","PM2.5","Reseda","06-037-1201","AQS","10","39","12","58","30"
"02/05/2017","70","PM2.5","Reseda","06-037-1201","AQS","7","32","21","70","20"
"02/06/2017","54","PM2.5","Reseda","06-037-1201","AQS","8","32","6","54","29"
"02/07/2017","52","PM2.5","Reseda","06-037-1201","AQS","9","24","10","52","31"
"02/08/2017","56","PM2.5","Reseda","06-037-1201","AQS","9","27","10","56","34"
"02/09/2017","58","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","14","31","22","58","40"
"02/10/2017","62","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","10","32","24","62","33"
"02/11/2017","56","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","10","38","13","56","30"
"02/12/2017","60","PM2.5","Long Beach (South)","06-037-4004","AQS","18","41","24","60","36"
"02/13/2017","63","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","22","39","11","63","45"
"02/14/2017","64","PM2.5","Reseda","06-037-1201","AQS","11","39","22","64","43"
"02/15/2017","73","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","13","44","17","73","54"
"02/16/2017","66","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","15","43","35","66","56"
"02/17/2017","49","Ozone","Azusa","06-037-0002","AQS","6","49","13","46","30"
"02/18/2017","46","Ozone","Reseda","06-037-1201","AQS","7","46","11","36","25"
"02/19/2017","55","PM2.5","Reseda","06-037-1201","AQS","9","39","13","55","25"
"02/20/2017","57","PM2.5","Reseda","06-037-1201","AQS","6","35","14","57","35"
"02/21/2017","61","PM2.5","Reseda","06-037-1201","AQS","11","33","19","61","48"
"02/22/2017","48","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","8","42","13","48","48"
"02/23/2017","50","NO2","Long Beach-Route 710 Near Road","06-037-4008","AQS","7","45","8","43","50"
"02/24/2017","63","NO2","Long Beach-Route 710 Near Road","06-037-4008","AQS","11","46","30","57","63"
"02/25/2017","65","PM2.5","Reseda","06-037-1201","AQS","18","44","19","65","38"
"02/26/2017","54","PM2.5","Reseda","06-037-1201","AQS","7","43","8","54","34"
"02/27/2017","48","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","7","41","11","48","48"
