"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"02/17/2004","123","PM2.5","Azusa","06-037-0002","AQS","54","33",".","123","104"
"02/18/2004","113","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","27","35",".","113","65"
"02/19/2004","85","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","25","40",".","85","58"
"02/20/2004","80","PM2.5","Azusa","06-037-0002","AQS","20","34","11","80","51"
"02/21/2004","86","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","11","36","16","86","42"
"02/22/2004","38","Ozone","West Los Angeles","06-037-0113","AQS","13","38","4","21","36"
"02/23/2004","87","NO2","Lancaster-Division Street","06-037-9033","AQS","16","36","5","38","87"
"02/24/2004","79","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","18","37","18","79","44"
"02/25/2004","59","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","19","31",".","59","42"
"02/26/2004","50","NO2","Long Beach (North)","06-037-4002","AQS","15","42","6","37","50"
"02/27/2004","54","PM2.5","Reseda","06-037-1201","AQS","31","41","21","54","45"
"02/28/2004","51","PM2.5","Long Beach (South)","06-037-4004","AQS","19","43","6","51","44"
"02/29/2004","54","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","17","45","7","54","47"
"03/01/2004","66","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","22","38","10","66","51"
"03/02/2004","57","NO2","Long Beach (North)","06-037-4002","AQS","18","41","4","48","57"
"03/03/2004","81","NO2","Long Beach (North)","06-037-4002","AQS","33","47","7","56","81"
"03/04/2004","63","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","17","43","31","63","49"
"03/05/2004","60","PM2.5","Azusa","06-037-0002","AQS","18","43","10","60","57"
"03/06/2004","75","PM2.5","Long Beach (North)","06-037-4002","AQS","26","67","14","75","68"
"03/07/2004","78","NO2","Long Beach (North)","06-037-4002","AQS","34","71","29","69","78"
"03/08/2004","73","NO2","Burbank","06-037-1002","AQS","39","44","17","56","73"
"03/09/2004","104","NO2","Long Beach (North)","06-037-4002","AQS","33","50","15","71","104"
"03/10/2004","112","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","27","46","52","112","74"
"03/11/2004","85","NO2","Burbank","06-037-1002","AQS","31","50","20","79","85"
"03/12/2004","101","PM2.5","Azusa","06-037-0002","AQS","14","51","27","101","45"
"03/13/2004","101","PM2.5","Burbank","06-037-1002","AQS","14","51","20","101","54"
"03/14/2004","143","Ozone","Reseda","06-037-1201","AQS","18","143","17","140","62"
"03/15/2004","165","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","15","64","22","165","82"
"03/16/2004","152","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","25","44","62","152","102"
"03/17/2004","115","PM2.5","Long Beach (North)","06-037-4002","AQS","24","67","25","115","102"
"03/18/2004","159","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","20","77","24","159","95"
"03/19/2004","157","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","16","87","31","157","76"
"03/20/2004","143","PM2.5","Azusa","06-037-0002","AQS","18","108","28","143","77"
"03/21/2004","131","PM2.5","Azusa","06-037-0002","AQS","13","115","23","131","54"
"03/22/2004","137","PM2.5","","06-037-1601","AQS","18","90","62","137","81"
"03/23/2004","85","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","11","64","27","85","51"
"03/24/2004","73","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","14","61","26","73","67"
"03/25/2004","112","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","16","51","28","112","53"
"03/26/2004","57","NO2","Long Beach (North)","06-037-4002","AQS","13","49","27","52","57"
"03/27/2004","58","NO2","Burbank","06-037-1002","AQS","19","47","14","56","58"
"03/28/2004","115","Ozone","Azusa","06-037-0002","AQS","40","115","50","64","80"
"03/29/2004","88","NO2","Long Beach (North)","06-037-4002","AQS","26","71","28","59","88"
"03/30/2004","89","NO2","Los Angeles-North Main Street","06-037-1103","AQS","22","71","31","74","89"
"03/31/2004","77","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","15","64","27","77","52"
"04/01/2004","57","PM2.5","Long Beach (North)","06-037-4002","AQS","11","45","26","57","54"
"04/02/2004","68","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","13","46","39","68","47"
"04/03/2004","75","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","11","50","41","75","38"
"04/04/2004","84","Ozone","Burbank","06-037-1002","AQS","11","84","15","68","41"
"04/05/2004","71","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","71","26","66","42"
"04/06/2004","71","PM2.5","Burbank","06-037-1002","AQS","11","64","28","71","50"
"04/07/2004","77","Ozone","Lancaster-Division Street","06-037-9033","AQS","16","77","26","73","46"
"04/08/2004","87","Ozone","Lancaster-Division Street","06-037-9033","AQS","13","87","31","85","47"
"04/09/2004","111","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","11","90","57","111","54"
"04/10/2004","108","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","14","74","27","108","36"
"04/11/2004","126","Ozone","Glendora","06-037-0016","AQS","13","126","18","93","54"
"04/12/2004","109","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","16","108","34","109","76"
"04/13/2004","94","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","16","90","25","94","64"
"04/14/2004","63","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","11","58","22","63","58"
"04/15/2004","84","Ozone","Lancaster-Division Street","06-037-9033","AQS","14","84","39","69","51"
"04/16/2004","56","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","10","51","31","56","44"
"04/17/2004","44","Ozone","West Los Angeles","06-037-0113","AQS","10","44","7","43","39"
"04/18/2004","47","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","47","8","43","36"
"04/19/2004","61","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","13","48","13","61","39"
"04/20/2004","54","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","11","47","15","54","41"
"04/21/2004","75","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","10","44","34","75","68"
"04/22/2004","67","Ozone","Reseda","06-037-1201","AQS","11","67","33","58","57"
"04/23/2004","67","Ozone","Reseda","06-037-1201","AQS","23","67","15","53","57"
"04/24/2004","115","Ozone","Santa Clarita","06-037-6012","AQS","19","115","20","66","66"
"04/25/2004","147","Ozone","Pasadena","06-037-2005","AQS","17","147","22","62","83"
"04/26/2004","115","Ozone","Santa Clarita","06-037-6012","AQS","23","115","29","68","101"
"04/27/2004","126","Ozone","Reseda","06-037-1201","AQS","30","126","53","72","102"
"04/28/2004","147","Ozone","Lancaster-Division Street","06-037-9033","AQS","13","147","46","66","65"
"04/29/2004","87","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","87","46","62","42"
"04/30/2004","77","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","13","77","32","77","53"
"05/01/2004","119","Ozone","Reseda","06-037-1201","AQS","22","119","33","68","70"
"05/02/2004","119","Ozone","West Los Angeles","06-037-0113","AQS","22","119","31","64","67"
"05/03/2004","143","Ozone","West Los Angeles","06-037-0113","AQS","26","143","56","70","91"
"05/04/2004","108","Ozone","Pasadena","06-037-2005","AQS","19","108","37","79","102"
"05/05/2004","77","Ozone","Santa Clarita","06-037-6012","AQS","11","77","20","72","63"
"05/06/2004","80","Ozone","Reseda","06-037-1201","AQS","13","80","30","60","69"
"05/07/2004","86","NO2","Los Angeles-North Main Street","06-037-1103","AQS","18","50","22","63","86"
"05/08/2004","90","Ozone","Santa Clarita","06-037-6012","AQS","13","90","29","56","51"
"05/09/2004","151","Ozone","Santa Clarita","06-037-6012","AQS","13","151","40","64","52"
"05/10/2004","80","Ozone","Reseda","06-037-1201","AQS","11","80","64","61","48"
"05/11/2004","115","Ozone","Glendora","06-037-0016","AQS","11","115","27","61","45"
"05/12/2004","84","Ozone","Santa Clarita","06-037-6012","AQS","9","84","23","62","63"
"05/13/2004","133","Ozone","Santa Clarita","06-037-6012","AQS","11","133","32","66","69"
"05/14/2004","156","Ozone","Santa Clarita","06-037-6012","AQS","17","156","28","69","93"
"05/15/2004","159","Ozone","Santa Clarita","06-037-6012","AQS","13","159","40","70","68"
"05/16/2004","136","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","136","27","66","48"
"05/17/2004","67","Ozone","Los Angeles-North Main Street","06-037-1103","AQS","8","67","32","65","32"
"05/18/2004","80","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","80","21","62","42"
"05/19/2004","74","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","74","34","58","45"
"05/20/2004","74","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","74","30","59","44"
"05/21/2004","71","Ozone","Reseda","06-037-1201","AQS","8","71","31","58","44"
"05/22/2004","84","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","84","20","54","42"
"05/23/2004","64","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","64","27","54","33"
"05/24/2004","53","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","7","50","25","53","38"
"05/25/2004","52","PM2.5","Long Beach (North)","06-037-4002","AQS","7","47","23","52","37"
"05/26/2004","90","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","90","27","55","41"
"05/27/2004","93","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","93","31","67","42"
"05/28/2004","77","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","9","64","32","77","40"
"05/29/2004","84","Ozone","Santa Clarita","06-037-6012","AQS","10","84","13","57","47"
"05/30/2004","187","Ozone","Glendora","06-037-0016","AQS","17","187","17","66","66"
"05/31/2004","192","Ozone","Santa Clarita","06-037-6012","AQS","13","192","20","66","50"
"06/01/2004","151","Ozone","Santa Clarita","06-037-6012","AQS","13","151","20","71","56"
"06/02/2004","190","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","190","44","76","53"
"06/03/2004","190","Ozone","Santa Clarita","06-037-6012","AQS","10","190","35","78","56"
"06/04/2004","208","Ozone","Santa Clarita","06-037-6012","AQS","13","208","29","94","77"
"06/05/2004","229","Ozone","Santa Clarita","06-037-6012","AQS","11","229","29","113","57"
"06/06/2004","190","Ozone","Santa Clarita","06-037-6012","AQS","8","190","25","83","35"
"06/07/2004","111","PM2.5","Azusa","06-037-0002","AQS","10","101","31","111","45"
"06/08/2004","80","Ozone","Reseda","06-037-1201","AQS","7","80","31","67","42"
"06/09/2004","57","PM2.5","Azusa","06-037-0002","AQS","7","51","23","57","37"
"06/10/2004","61","Ozone","LAX Hastings","06-037-5005","AQS","7","61","19","56","44"
"06/11/2004","143","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","143","25","63","49"
"06/12/2004","169","Ozone","Santa Clarita","06-037-6012","AQS","9","169","24","66","46"
"06/13/2004","200","Ozone","Santa Clarita","06-037-6012","AQS","9","200","27","68","42"
"06/14/2004","166","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","166","47","76","46"
"06/15/2004","159","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","159","34","66","41"
"06/16/2004","136","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","136","37","67","49"
"06/17/2004","100","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","100","29","68","37"
"06/18/2004","93","Ozone","Santa Clarita","06-037-6012","AQS","7","93","20","67","40"
"06/19/2004","87","Ozone","Santa Clarita","06-037-6012","AQS","8","87","28","77","34"
"06/20/2004","150","Ozone","Santa Clarita","06-037-6012","AQS","8","150","39","80","36"
"06/21/2004","147","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","147","28","88","42"
"06/22/2004","151","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","151","32","95","48"
"06/23/2004","140","Ozone","Santa Clarita","06-037-6012","AQS","8","140","34","81","48"
"06/24/2004","172","Ozone","Reseda","06-037-1201","AQS","9","172","30","79","57"
"06/25/2004","187","Ozone","Santa Clarita","06-037-6012","AQS","11","187","33","92","72"
"06/26/2004","179","Ozone","Glendora","06-037-0016","AQS","9","179","44","89","48"
"06/27/2004","185","Ozone","Santa Clarita","06-037-6012","AQS","7","185","24","72","32"
"06/28/2004","105","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","105","35","58","42"
"06/29/2004","87","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","87","24","62","35"
"06/30/2004","67","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","67","22","53","36"
"07/01/2004","80","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","80","29","53","42"
"07/02/2004","115","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","115","31","61","49"
"07/03/2004","143","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","143","30","68","38"
"07/04/2004","159","Ozone","Santa Clarita","06-037-6012","AQS","9","159","26","129","39"
"07/05/2004","187","Ozone","Santa Clarita","06-037-6012","AQS","8","187","26","165","35"
"07/06/2004","140","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","140","25","81","49"
"07/07/2004","66","PM2.5","Azusa","06-037-0002","AQS","7","61","28","66","49"
"07/08/2004","69","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","7","45","28","69","41"
"07/09/2004","59","PM2.5","Azusa","06-037-0002","AQS","8","58","18","59","41"
"07/10/2004","97","Ozone","Reseda","06-037-1201","AQS","10","97","21","58","44"
"07/11/2004","174","Ozone","Pomona","06-037-1701","AQS","9","174","20","83","47"
"07/12/2004","136","Ozone","Glendora","06-037-0016","AQS","15","136","26","78","76"
"07/13/2004","97","Ozone","West Los Angeles","06-037-0113","AQS","16","97","15","75","72"
"07/14/2004","95","NO2","Los Angeles-North Main Street","06-037-1103","AQS","17","93","35","75","95"
"07/15/2004","93","Ozone","Lancaster-Division Street","06-037-9033","AQS","15","93","20","61","60"
"07/16/2004","147","Ozone","Lancaster-Division Street","06-037-9033","AQS","15","147","26","65","80"
"07/17/2004","161","Ozone","Lancaster-Division Street","06-037-9033","AQS","15","161","65","63","48"
"07/18/2004","200","Ozone","Santa Clarita","06-037-6012","AQS","22","200","53","69","44"
"07/19/2004","115","Ozone","Santa Clarita","06-037-6012","AQS","42","115","27","61","72"
"07/20/2004","147","Ozone","Santa Clarita","06-037-6012","AQS","18","147","46","67","67"
"07/21/2004","93","Ozone","Santa Clarita","06-037-6012","AQS","11","93","24","62","51"
"07/22/2004","136","Ozone","Santa Clarita","06-037-6012","AQS","9","136","44","68","49"
"07/23/2004","169","Ozone","Santa Clarita","06-037-6012","AQS","10","169","22","81","48"
"07/24/2004","172","Ozone","Glendora","06-037-0016","AQS","10","172","23","72","53"
"07/25/2004","177","Ozone","Santa Clarita","06-037-6012","AQS","13","177","17","63","48"
"07/26/2004","156","Ozone","Santa Clarita","06-037-6012","AQS","13","156","49","82","51"
"07/27/2004","174","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","174","27","72","58"
"07/28/2004","169","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","169","40","69","51"
"07/29/2004","187","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","187","31","73","49"
"07/30/2004","122","Ozone","Santa Clarita","06-037-6012","AQS","10","122","23","65","55"
"07/31/2004","161","Ozone","Santa Clarita","06-037-6012","AQS","10","161","18","77","43"
"08/01/2004","174","Ozone","Santa Clarita","06-037-6012","AQS","9","174","32","74","40"
"08/02/2004","90","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","90","23","68","42"
"08/03/2004","156","Ozone","Santa Clarita","06-037-6012","AQS","8","156","25","68","46"
"08/04/2004","126","Ozone","Santa Clarita","06-037-6012","AQS","10","126","30","71","52"
"08/05/2004","161","Ozone","Santa Clarita","06-037-6012","AQS","9","161","29","74","45"
"08/06/2004","166","Ozone","Lancaster-Division Street","06-037-9033","AQS","16","166","26","86","79"
"08/07/2004","195","Ozone","Santa Clarita","06-037-6012","AQS","17","195","45","77","87"
"08/08/2004","208","Ozone","Santa Clarita","06-037-6012","AQS","14","208","24","65","46"
"08/09/2004","182","Ozone","Santa Clarita","06-037-6012","AQS","14","182","28","63","61"
"08/10/2004","150","Ozone","Reseda","06-037-1201","AQS","17","150","24","69","89"
"08/11/2004","197","Ozone","Santa Clarita","06-037-6012","AQS","13","197","29","74","68"
"08/12/2004","154","Ozone","Reseda","06-037-1201","AQS","11","154","30","73","53"
"08/13/2004","182","Ozone","Santa Clarita","06-037-6012","AQS","10","182","43","71","52"
"08/14/2004","192","Ozone","Santa Clarita","06-037-6012","AQS","11","192","32","67","45"
"08/15/2004","154","Ozone","Santa Clarita","06-037-6012","AQS","10","154","25","66","43"
"08/16/2004","140","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","140","29","88","52"
"08/17/2004","172","Ozone","Santa Clarita","06-037-6012","AQS","13","172","30","89","54"
"08/18/2004","164","Ozone","Santa Clarita","06-037-6012","AQS","13","164","29","83","58"
"08/19/2004","74","Ozone","Santa Clarita","06-037-6012","AQS","10","74","33","71","45"
"08/20/2004","77","Ozone","Santa Clarita","06-037-6012","AQS","10","77","23","66","45"
"08/21/2004","126","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","126","27","65","33"
"08/22/2004","71","Ozone","Santa Clarita","06-037-6012","AQS","10","71","16","59","29"
"08/23/2004","53","PM2.5","Azusa","06-037-0002","AQS","8","41","18","53","28"
"08/24/2004","54","PM2.5","Azusa","06-037-0002","AQS","8","54","20","54","31"
"08/25/2004","115","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","115","34","65","43"
"08/26/2004","129","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","129","28","61","45"
"08/27/2004","101","Ozone","Santa Clarita","06-037-6012","AQS","11","101","37","60","45"
"08/28/2004","172","Ozone","Santa Clarita","06-037-6012","AQS","11","172","32","77","49"
"08/29/2004","161","Ozone","Glendora","06-037-0016","AQS","10","161","22","76","44"
"08/30/2004","143","Ozone","Lancaster-Division Street","06-037-9033","AQS","14","143","29","77","63"
"08/31/2004","203","Ozone","Reseda","06-037-1201","AQS","20","203","53","81","102"
"09/01/2004","200","Ozone","Santa Clarita","06-037-6012","AQS","23","200","33","77","103"
"09/02/2004","182","Ozone","Santa Clarita","06-037-6012","AQS","19","182","30","79","89"
"09/03/2004","82","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","9","71","57","82","39"
"09/04/2004","119","Ozone","LAX Hastings","06-037-5005","AQS","16","119","40","68","62"
"09/05/2004","185","Ozone","LAX Hastings","06-037-5005","AQS","22","185","23","58","66"
"09/06/2004","197","Ozone","Burbank","06-037-1002","AQS","22","197","39","74","58"
"09/07/2004","169","Ozone","Pasadena","06-037-2005","AQS","22","169","39","68","79"
"09/08/2004","177","Ozone","Reseda","06-037-1201","AQS","20","177","38","73","100"
"09/09/2004","133","Ozone","Reseda","06-037-1201","AQS","17","133","33","90","84"
"09/10/2004","169","Ozone","Lancaster-Division Street","06-037-9033","AQS","19","169","31","73","81"
"09/11/2004","126","Ozone","Los Angeles-North Main Street","06-037-1103","AQS","17","126","29","72","78"
"09/12/2004","126","Ozone","Santa Clarita","06-037-6012","AQS","15","126","34","78","46"
"09/13/2004","80","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","80","45","63","41"
"09/14/2004","136","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","136","34","58","40"
"09/15/2004","154","Ozone","Lancaster-Division Street","06-037-9033","AQS","13","154","38","77","52"
"09/16/2004","140","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","140","32","88","54"
"09/17/2004","133","Ozone","Santa Clarita","06-037-6012","AQS","13","133","31","72","45"
"09/18/2004","129","Ozone","Burbank","06-037-1002","AQS","11","129","37","77","42"
"09/19/2004","49","Ozone","Burbank","06-037-1002","AQS","9","49","20","45","29"
"09/20/2004","61","Ozone","LAX Hastings","06-037-5005","AQS","13","61","30","50","48"
"09/21/2004","69","NO2","Lynwood","06-037-1301","AQS","30","58","19","61","69"
"09/22/2004","58","Ozone","LAX Hastings","06-037-5005","AQS","31","58","28","52","58"
"09/23/2004","85","NO2","West Los Angeles","06-037-0113","AQS","30","67","34","59","85"
"09/24/2004","102","NO2","Burbank","06-037-1002","AQS","34","90","51","93","102"
"09/25/2004","156","Ozone","Reseda","06-037-1201","AQS","22","156","25","82","103"
"09/26/2004","195","Ozone","Santa Clarita","06-037-6012","AQS","17","195","27","104","68"
"09/27/2004","159","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","19","133","23","159","76"
"09/28/2004","93","PM2.5","Azusa","06-037-0002","AQS","14","74","29","93","42"
"09/29/2004","57","PM2.5","Azusa","06-037-0002","AQS","9","50","33","57","42"
"09/30/2004","63","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","10","54","28","63","42"
"10/01/2004","101","Ozone","Lancaster-Division Street","06-037-9033","AQS","13","101",".","63","48"
"10/02/2004","77","Ozone","Santa Clarita","06-037-6012","AQS","23","77",".","65","55"
"10/03/2004","156","Ozone","Santa Clarita","06-037-6012","AQS","15","156","36","79","50"
"10/04/2004","95","PM2.5","Azusa","06-037-0002","AQS","17","67","25","95","73"
"10/05/2004","89","PM2.5","Azusa","06-037-0002","AQS","18","64","30","89","80"
"10/06/2004","155","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","26","97","65","155","103"
"10/07/2004","159","PM2.5","Long Beach (North)","06-037-4002","AQS","28","159","37","159","104"
"10/08/2004","156","PM2.5","Long Beach (North)","06-037-4002","AQS","34","151","39","156","112"
"10/09/2004","147","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","27","122","35","147","93"
"10/10/2004","71","Ozone","Santa Clarita","06-037-6012","AQS","10","71","23","56","42"
"10/11/2004","74","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","19","48","51","74","55"
"10/12/2004","80","NO2","Los Angeles-North Main Street","06-037-1103","AQS","16","61","53","79","80"
"10/13/2004","80","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","11","54","25","80","56"
"10/14/2004","83","NO2","Los Angeles-North Main Street","06-037-1103","AQS","24","67","37","76","83"
"10/15/2004","118","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","16","90","46","118","77"
"10/16/2004","85","PM2.5","Azusa","06-037-0002","AQS","10","51","63","85","50"
"10/17/2004","41","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","9","40","7","41","24"
"10/18/2004","57","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","13","35","17","57","38"
"10/19/2004","43","Ozone","LAX Hastings","06-037-5005","AQS","15","43","6","38","31"
"10/20/2004","44","Ozone","LAX Hastings","06-037-5005","AQS","27","44","3","29","41"
"10/21/2004","55","PM2.5","Lynwood","06-037-1301","AQS","44","45","7","55","40"
"10/22/2004","55","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","19","50","11","55","48"
"10/23/2004","68","PM2.5","Long Beach (North)","06-037-4002","AQS","23","61","17","68","46"
"10/24/2004","79","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","17","71","31","79","43"
"10/25/2004","68","PM2.5","Azusa","06-037-0002","AQS","20","45","13","68","44"
