"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"10/27/2005","71","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","14","32","16","71","49"
"10/28/2005","56","PM2.5","Burbank","06-037-1002","AQS","23","38","13","56","49"
"10/29/2005","60","PM2.5","Azusa","06-037-0002","AQS","27","40","15","60","47"
"10/30/2005","70","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","30","48","15","70","61"
"10/31/2005","67","NO2","Los Angeles-North Main Street","06-037-1103","AQS","40","44","56","66","67"
"11/01/2005","71","NO2","Pasadena","06-037-2005","AQS","39","37","36","65","71"
"11/02/2005","77","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","40","39",".","77","69"
"11/03/2005","84","PM2.5","Burbank","06-037-1002","AQS","14","42",".","84","44"
"11/04/2005","72","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","28","44",".","72","52"
"11/05/2005","102","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","34","41","15","102","65"
"11/06/2005","153","PM2.5","Pico Rivera #2","06-037-1602","AQS","41","42","62","153","84"
"11/07/2005","155","PM2.5","Azusa","06-037-0002","AQS","27","61","25","155","63"
"11/08/2005","74","PM2.5","Azusa","06-037-0002","AQS","14","30","36","74","46"
"11/09/2005","55","PM2.5","Azusa","06-037-0002","AQS","13","23","18","55","33"
"11/10/2005","56","PM2.5","Azusa","06-037-0002","AQS","14","36","11","56","41"
"11/11/2005","52","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","24","36","11","52","45"
"11/12/2005","83","PM2.5","Pico Rivera #2","06-037-1602","AQS","39","40","36","83","60"
"11/13/2005","92","PM2.5","Long Beach (North)","06-037-4002","AQS","41","39","14","92","70"
"11/14/2005","106","NO2","Los Angeles-North Main Street","06-037-1103","AQS","28","35","23","95","106"
"11/15/2005","98","NO2","Lynwood","06-037-1301","AQS","34","44","25","72","98"
"11/16/2005","60","NO2","LAX Hastings","06-037-5005","AQS","28","40","31","57","60"
"11/17/2005","74","PM2.5","Azusa","06-037-0002","AQS","51","35","28","74","68"
"11/18/2005","73","PM2.5","Lynwood","06-037-1301","AQS","60","42","59","73","63"
"11/19/2005","62","PM2.5","Long Beach (South)","06-037-4004","AQS","62","37","28","62","58"
"11/20/2005","60","NO2","Lynwood","06-037-1301","AQS","51","42","23","55","60"
"11/21/2005","61","NO2","Pasadena","06-037-2005","AQS","28","36","37","57","61"
"11/22/2005","78","NO2","Pomona","06-037-1701","AQS","28","35","36","70","78"
"11/23/2005","91","PM2.5","Long Beach (South)","06-037-4004","AQS","41","25","41","91","90"
"11/24/2005","123","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","35","35","52","123","80"
"11/25/2005","148","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","27","39","28","148","78"
"11/26/2005","70","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","14","39","42","70","42"
"11/27/2005","53","PM2.5","Pico Rivera #2","06-037-1602","AQS","22","41","21","53","44"
"11/28/2005","56","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","32","27","19","56","52"
"11/29/2005","71","PM2.5","Long Beach (North)","06-037-4002","AQS","42","31","17","71","57"
"11/30/2005","101","PM2.5","Burbank","06-037-1002","AQS","34","31","49","101","55"
"12/01/2005","129","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","36","24","19","129","88"
"12/02/2005","86","PM2.5","Azusa","06-037-0002","AQS","17","31","6","86","45"
"12/03/2005","65","NO2","Pomona","06-037-1701","AQS","18","36","6","59","65"
"12/04/2005","64","PM2.5","Long Beach (South)","06-037-4004","AQS","40","40","10","64","46"
"12/05/2005","63","PM2.5","Long Beach (South)","06-037-4004","AQS","44","35","18","63","48"
"12/06/2005","66","PM2.5","Pico Rivera #2","06-037-1602","AQS","47","32","49","66","52"
"12/07/2005","85","PM2.5","Long Beach (North)","06-037-4002","AQS","44","31","31","85","69"
"12/08/2005","98","PM2.5","Long Beach (North)","06-037-4002","AQS","44","29","19","98","68"
"12/09/2005","58","PM2.5","Burbank","06-037-1002","AQS","41","36","20","58","47"
"12/10/2005","63","PM2.5","Long Beach (South)","06-037-4004","AQS","38","32","25","63","48"
"12/11/2005","80","PM2.5","Long Beach (South)","06-037-4004","AQS","35","33","20","80","58"
"12/12/2005","112","PM2.5","Burbank","06-037-1002","AQS","39","27","44","112","52"
"12/13/2005","120","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","30","34","55","120","71"
"12/14/2005","145","PM2.5","Azusa","06-037-0002","AQS","41","33","28","145","78"
"12/15/2005","109","PM2.5","Pico Rivera #2","06-037-1602","AQS","34","37","37","109","54"
"12/16/2005","97","PM2.5","Long Beach (North)","06-037-4002","AQS","25","28","28","97","46"
"12/17/2005","89","PM2.5","Long Beach (North)","06-037-4002","AQS","27","36","21","89","48"
"12/18/2005","142","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","28","34","40","142","43"
"12/19/2005","85","PM2.5","Long Beach (North)","06-037-4002","AQS","35","22","28","85","47"
"12/20/2005","67","PM2.5","Long Beach (South)","06-037-4004","AQS","50","29","35","67","48"
"12/21/2005","83","PM2.5","Long Beach (South)","06-037-4004","AQS","50","23","50","83","74"
"12/22/2005","86","NO2","Santa Clarita","06-037-6012","AQS","53","23","19","81","86"
"12/23/2005","122","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","36","31","20","122","72"
"12/24/2005","103","PM2.5","Lynwood","06-037-1301","AQS","48","34","31","103","86"
"12/25/2005","131","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","23","42","17","131","38"
"12/26/2005","85","PM2.5","Azusa","06-037-0002","AQS","14","36","10","85","28"
"12/27/2005","82","PM2.5","Reseda","06-037-1201","AQS","24","32","27","82","46"
"12/28/2005","97","PM2.5","Azusa","06-037-0002","AQS","38","31","23","97","53"
"12/29/2005","89","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","25","37","6","89","49"
"12/30/2005","123","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","32","29","47","123","63"
"12/31/2005","81","PM2.5","Long Beach (North)","06-037-4002","AQS","25","24","26","81","39"
