"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"03/03/2002","62","NO2","Burbank","06-037-1002","AQS","34","47","30","59","62"
"03/04/2002","66","NO2","Burbank","06-037-1002","AQS","25","45","19","53","66"
"03/05/2002","82","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","31","42",".","82","82"
"03/06/2002","97","PM2.5","Azusa","06-037-0002","AQS","24","36","19","97","68"
"03/07/2002","45","PM2.5","Azusa","06-037-0002","AQS","16","37","4","45","33"
"03/08/2002","51","PM2.5","Azusa","06-037-0002","AQS","23","43","16","51","49"
"03/09/2002","69","PM2.5","Lynwood","06-037-1301","AQS","30","43","31","69","62"
"03/10/2002","58","NO2","Hawthorne","06-037-5001","AQS","35","50","20","53","58"
"03/11/2002","70","NO2","Azusa","06-037-0002","AQS","22","49","13","67","70"
"03/12/2002","97","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","25","48","20","97","77"
"03/13/2002","57","PM2.5","Azusa","06-037-0002","AQS","16","50","33","57","45"
"03/14/2002","46","NO2","Pomona","06-037-1701","AQS","13","44","9","30","46"
"03/15/2002","57","NO2","Wilmington-N. Mahar Ave","06-037-0031","AQS","20","42","27","53","57"
"03/16/2002","52","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","19","46","12","52","46"
"03/17/2002","46","Ozone","SB25 trailer at Hollenbeck School","06-037-0030","AQS","15","46","10","44","43"
"03/18/2002","50","NO2","Burbank","06-037-1002","AQS","19","49","10","41","50"
"03/19/2002","68","NO2","Hawthorne","06-037-5001","AQS","32","39","14","58","68"
"03/20/2002","101","NO2","Long Beach (North)","06-037-4002","AQS","39","43","20","69","101"
"03/21/2002","98","NO2","Lynwood","06-037-1301","AQS","38","54","40","83","98"
"03/22/2002","64","Ozone","Lancaster-Division Street","06-037-9033","AQS","23","64","19","60","61"
"03/23/2002","41","Ozone","SB25 trailer at Hollenbeck School","06-037-0030","AQS","13","41","6","39","36"
"03/24/2002","44","Ozone","SB25 trailer at Hollenbeck School","06-037-0030","AQS","11","44","2","43","40"
"03/25/2002","57","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","19","41","10","57","56"
"03/26/2002","83","NO2","SB25 trailer at Hollenbeck School","06-037-0030","AQS","30","48","17","69","83"
"03/27/2002","72","PM2.5","Azusa","06-037-0002","AQS","23","61","34","72","49"
"03/28/2002","68","PM2.5","Azusa","06-037-0002","AQS","13","43","19","68","46"
"03/29/2002","85","PM2.5","Azusa","06-037-0002","AQS","16","49","17","85","43"
"03/30/2002","133","PM2.5","Burbank","06-037-1002","AQS","15","54","15","133","51"
"03/31/2002","154","Ozone","Santa Clarita","06-037-6012","AQS","17","154","17","134","54"
"04/01/2002","156","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","15","112","24","156","68"
"04/02/2002","150","PM2.5","Burbank","06-037-1002","AQS","13","93","55","150","62"
"04/03/2002","113","PM2.5","Azusa","06-037-0002","AQS","13","67","15","113","53"
"04/04/2002","90","PM2.5","Azusa","06-037-0002","AQS","11","64","24","90","49"
"04/05/2002","64","PM2.5","Azusa","06-037-0002","AQS","20","40","21","64","50"
"04/06/2002","51","PM2.5","Azusa","06-037-0002","AQS","11","42","16","51","40"
"04/07/2002","58","Ozone","Lancaster-Division Street","06-037-9033","AQS","13","58","19","54","47"
"04/08/2002","69","PM2.5","Burbank","06-037-1002","AQS","13","51","41","69","43"
"04/09/2002","85","PM2.5","Azusa","06-037-0002","AQS","16","74","22","85","55"
"04/10/2002","90","PM2.5","Azusa","06-037-0002","AQS","23","58","20","90","84"
"04/11/2002","127","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","15","108","19","127","77"
"04/12/2002","143","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","15","61","20","143","62"
"04/13/2002","149","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","17","136","26","149","71"
"04/14/2002","190","Ozone","Santa Clarita","06-037-6012","AQS","17","190","56","150","62"
"04/15/2002","82","PM10","Lancaster-Division Street","06-037-9033","AQS","13","51","82","46","43"
"04/16/2002","56","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","13","48","21","56","46"
"04/17/2002","60","PM2.5","Reseda","06-037-1201","AQS","11","51","19","60","46"
"04/18/2002","52","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","16","49","16","52","45"
"04/19/2002","54","PM2.5","Long Beach (North)","06-037-4002","AQS","17","54","11","54","49"
"04/20/2002","64","Ozone","SB25 trailer at Hollenbeck School","06-037-0030","AQS","17","64","35","63","55"
"04/21/2002","122","Ozone","Santa Clarita","06-037-6012","AQS","18","122","20","60","58"
"04/22/2002","143","Ozone","Lancaster-Division Street","06-037-9033","AQS","38","143","28","66","94"
"04/23/2002","122","Ozone","Santa Clarita","06-037-6012","AQS","17","122","21","71","60"
"04/24/2002","76","PM2.5","Azusa","06-037-0002","AQS","13","39","14","76","55"
"04/25/2002","53","PM2.5","Azusa","06-037-0002","AQS","14","43","14","53","35"
"04/26/2002","50","PM2.5","Azusa","06-037-0002","AQS","10","45","23","50","31"
"04/27/2002","42","Ozone","SB25 trailer at Hollenbeck School","06-037-0030","AQS","11","42","12","38","31"
"04/28/2002","47","Ozone","Santa Clarita","06-037-6012","AQS","17","47","10","41","43"
"04/29/2002","42","NO2","Burbank","06-037-1002","AQS","14","38","16","40","42"
"04/30/2002","44","Ozone","SB25 trailer at Hollenbeck School","06-037-0030","AQS","9","44","10","41","36"
"05/01/2002","51","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","10","45","12","51","51"
"05/02/2002","58","PM2.5","Lancaster-Division Street","06-037-9033","AQS","14","51","31","58","52"
"05/03/2002","74","Ozone","Lancaster-Division Street","06-037-9033","AQS","16","74","22","62","53"
"05/04/2002","112","Ozone","Lancaster-Division Street","06-037-9033","AQS","13","112","29","71","46"
"05/05/2002","100","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","100","22","82","40"
"05/06/2002","83","PM2.5","Azusa","06-037-0002","AQS","10","67","28","83","41"
"05/07/2002","79","PM2.5","Azusa","06-037-0002","AQS","14","46","32","79","49"
"05/08/2002","90","Ozone","Lancaster-Division Street","06-037-9033","AQS","13","90","47","71","55"
"05/09/2002","77","Ozone","Santa Clarita","06-037-6012","AQS","16","77","29","76","54"
"05/10/2002","67","Ozone","Santa Clarita","06-037-6012","AQS","20","67","42","63","47"
"05/11/2002","80","Ozone","Santa Clarita","06-037-6012","AQS","14","80","25","63","55"
"05/12/2002","115","Ozone","Glendora","06-037-0016","AQS","23","115","28","60","64"
"05/13/2002","129","Ozone","Santa Clarita","06-037-6012","AQS","30","129","33","64","91"
"05/14/2002","126","Ozone","Santa Clarita","06-037-6012","AQS","13","126","59","72","61"
"05/15/2002","105","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","105","31","72","44"
"05/16/2002","108","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","108","27","72","54"
"05/17/2002","154","Ozone","Lancaster-Division Street","06-037-9033","AQS","13","154","32","87","50"
"05/18/2002","151","Ozone","Santa Clarita","06-037-6012","AQS","11","151","27","90","41"
"05/19/2002","93","Ozone","Santa Clarita","06-037-6012","AQS","10","93","46","61","29"
"05/20/2002","43","Ozone","Santa Clarita","06-037-6012","AQS","9","43","17","35","32"
"05/21/2002","48","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","14","46",".","48","47"
"05/22/2002","54","Ozone","Lancaster-Division Street","06-037-9033","AQS","14","54",".","53","52"
"05/23/2002","80","Ozone","Santa Clarita","06-037-6012","AQS","13","80","31","60","53"
"05/24/2002","122","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","122","27","69","55"
"05/25/2002","151","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","151","25","67","36"
"05/26/2002","122","Ozone","Santa Clarita","06-037-6012","AQS","8","122","38","70","36"
"05/27/2002","115","Ozone","Santa Clarita","06-037-6012","AQS","8","115","17","68","42"
"05/28/2002","93","Ozone","Santa Clarita","06-037-6012","AQS","11","93","19","82","55"
"05/29/2002","147","Ozone","Glendora","06-037-0016","AQS","18","147","36","91","102"
"05/30/2002","195","Ozone","Santa Clarita","06-037-6012","AQS","14","195","33","90","65"
"05/31/2002","136","Ozone","Santa Clarita","06-037-6012","AQS","17","136","31","85","62"
"06/01/2002","105","Ozone","Glendora","06-037-0016","AQS","10","105","35","85","33"
"06/02/2002","97","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","97","20","67","33"
"06/03/2002","101","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","101","25","60","52"
"06/04/2002","129","Ozone","Santa Clarita","06-037-6012","AQS","16","129","27","72","68"
"06/05/2002","203","Ozone","Glendora","06-037-0016","AQS","17","203","29","98","101"
"06/06/2002","205","Ozone","Santa Clarita","06-037-6012","AQS","15","205","52","125","86"
"06/07/2002","169","Ozone","Lancaster-Division Street","06-037-9033","AQS","14","169","51","106","50"
"06/08/2002","150","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","150","31","59","30"
"06/09/2002","87","Ozone","Santa Clarita","06-037-6012","AQS","9","87","52","47","30"
"06/10/2002","64","Ozone","Santa Clarita","06-037-6012","AQS","10","64","37","62","45"
"06/11/2002","84","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","84","44","59","45"
"06/12/2002","147","Ozone","Santa Clarita","06-037-6012","AQS","13","147","31","65","50"
"06/13/2002","143","Ozone","Santa Clarita","06-037-6012","AQS","11","143","46","70","50"
"06/14/2002","154","Ozone","Santa Clarita","06-037-6012","AQS","14","154","37","66","58"
"06/15/2002","202","Ozone","Santa Clarita","06-037-6012","AQS","17","202","31","66","70"
"06/16/2002","227","Ozone","Santa Clarita","06-037-6012","AQS","16","227","23","71","60"
"06/17/2002","210","Ozone","Santa Clarita","06-037-6012","AQS","14","210","30","85","70"
"06/18/2002","174","Ozone","Santa Clarita","06-037-6012","AQS","13","174","39","81","62"
"06/19/2002","177","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","177","52","76","48"
"06/20/2002","112","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","112","34","64","31"
"06/21/2002","67","Ozone","Reseda","06-037-1201","AQS","11","67","27","58","42"
"06/22/2002","159","Ozone","Santa Clarita","06-037-6012","AQS","13","159","26","64","44"
"06/23/2002","209","Ozone","Santa Clarita","06-037-6012","AQS","13","209","24","69","44"
"06/24/2002","204","Ozone","Santa Clarita","06-037-6012","AQS","10","204","29","81","58"
"06/25/2002","172","Ozone","Santa Clarita","06-037-6012","AQS","13","172","44","95","69"
"06/26/2002","133","Ozone","Lancaster-Division Street","06-037-9033","AQS","13","133","19","85","71"
"06/27/2002","151","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","151","28","85","54"
"06/28/2002","174","Ozone","Lancaster-Division Street","06-037-9033","AQS","13","174",".","74","56"
"06/29/2002","214","Ozone","Santa Clarita","06-037-6012","AQS","10","214","29","69","101"
"06/30/2002","214","Ozone","Santa Clarita","06-037-6012","AQS","9","214","24","70","44"
"07/01/2002","136","Ozone","Santa Clarita","06-037-6012","AQS","15","136","53","80","63"
"07/02/2002","84","Ozone","Lancaster-Division Street","06-037-9033","AQS","14","84","25","77","62"
"07/03/2002","119","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","119","32","68","44"
"07/04/2002","159","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","159","28","102","41"
"07/05/2002","154","PM2.5","Azusa","06-037-0002","AQS","11","140","29","154","40"
"07/06/2002","208","Ozone","Santa Clarita","06-037-6012","AQS","10","208","28","84","34"
"07/07/2002","212","Ozone","Santa Clarita","06-037-6012","AQS","11","212","40","89","43"
"07/08/2002","216","Ozone","Santa Clarita","06-037-6012","AQS","17","216","45","89","74"
"07/09/2002","230","Ozone","Santa Clarita","06-037-6012","AQS","16","230","66","83","101"
"07/10/2002","241","Ozone","Santa Clarita","06-037-6012","AQS","23","241","39","79","105"
"07/11/2002","147","Ozone","Lancaster-Division Street","06-037-9033","AQS","22","147","35","74","88"
"07/12/2002","159","Ozone","Santa Clarita","06-037-6012","AQS","17","159","31","65","64"
"07/13/2002","164","Ozone","Santa Clarita","06-037-6012","AQS","13","164","36","65","42"
"07/14/2002","213","Ozone","Santa Clarita","06-037-6012","AQS","14","213","29","70","50"
"07/15/2002","90","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","90","40","65","46"
"07/16/2002","69","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","13","47","44","69","44"
"07/17/2002","68","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","11","61","22","68","43"
"07/18/2002","100","Ozone","Santa Clarita","06-037-6012","AQS","13","100","24","73","47"
"07/19/2002","143","Ozone","Santa Clarita","06-037-6012","AQS","13","143","72","89","55"
"07/20/2002","143","Ozone","Santa Clarita","06-037-6012","AQS","11","143","21","70","33"
"07/21/2002","159","Ozone","Santa Clarita","06-037-6012","AQS","11","159","18","66","31"
"07/22/2002","87","Ozone","Santa Clarita","06-037-6012","AQS","13","87","25","64","44"
"07/23/2002","93","Ozone","Reseda","06-037-1201","AQS","16","93","15","60","82"
"07/24/2002","119","Ozone","Santa Clarita","06-037-6012","AQS","13","119","24","60","69"
"07/25/2002","140","Ozone","Santa Clarita","06-037-6012","AQS","17","140","54","65","72"
"07/26/2002","143","Ozone","Lancaster-Division Street","06-037-9033","AQS","14","143","31","67","58"
"07/27/2002","115","Ozone","Santa Clarita","06-037-6012","AQS","13","115","22","59","48"
"07/28/2002","119","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","119","26","57","34"
"07/29/2002","179","Ozone","Lancaster-Division Street","06-037-9033","AQS","14","179","39","65","53"
"07/30/2002","200","Ozone","Santa Clarita","06-037-6012","AQS","16","200","39","74","66"
"07/31/2002","205","Ozone","Santa Clarita","06-037-6012","AQS","15","205","53","88","55"
"08/01/2002","202","Ozone","Santa Clarita","06-037-6012","AQS","15","202","51","82","57"
"08/02/2002","90","Ozone","Santa Clarita","06-037-6012","AQS","10","90","53","79","43"
"08/03/2002","119","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","119","42","87","37"
"08/04/2002","161","Ozone","Pomona","06-037-1701","AQS","11","161","23","72","50"
"08/05/2002","84","Ozone","West Los Angeles","06-037-0113","AQS","17","84","29","82","58"
"08/06/2002","77","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","18","44","52","77","61"
"08/07/2002","100","Ozone","Lancaster-Division Street","06-037-9033","AQS","17","100","20","75","68"
"08/08/2002","187","Ozone","Santa Clarita","06-037-6012","AQS","20","187","36","74","102"
"08/09/2002","179","Ozone","Santa Clarita","06-037-6012","AQS","26","179","36","80","105"
"08/10/2002","212","Ozone","Santa Clarita","06-037-6012","AQS","26","212","26","86","95"
"08/11/2002","239","Ozone","Santa Clarita","06-037-6012","AQS","16","239","28","87","63"
"08/12/2002","203","Ozone","Santa Clarita","06-037-6012","AQS","14","203","56","86","72"
"08/13/2002","195","Ozone","Lancaster-Division Street","06-037-9033","AQS","15","195","43","92","67"
"08/14/2002","179","Ozone","Lancaster-Division Street","06-037-9033","AQS","14","179","37","108","61"
"08/15/2002","182","Ozone","Lancaster-Division Street","06-037-9033","AQS","13","182","42","116","56"
"08/16/2002","169","Ozone","Lancaster-Division Street","06-037-9033","AQS","13","169","44","113","56"
"08/17/2002","202","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","202","51","124","40"
"08/18/2002","192","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","192","51","105","29"
"08/19/2002","151","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","151","43","67","41"
"08/20/2002","119","Ozone","Lancaster-Division Street","06-037-9033","AQS","14","119","51","84","57"
"08/21/2002","133","Ozone","Santa Clarita","06-037-6012","AQS","14","133","28","87","49"
"08/22/2002","154","Ozone","Santa Clarita","06-037-6012","AQS","13","154","24","84","78"
"08/23/2002","159","Ozone","Santa Clarita","06-037-6012","AQS","19","159","29","89","73"
"08/24/2002","129","Ozone","Santa Clarita","06-037-6012","AQS","17","129","53","73","68"
"08/25/2002","195","Ozone","Santa Clarita","06-037-6012","AQS","23","195","28","73","57"
"08/26/2002","129","Ozone","Santa Clarita","06-037-6012","AQS","23","129","31","75","91"
"08/27/2002","156","Ozone","Lancaster-Division Street","06-037-9033","AQS","17","156","31","76","63"
"08/28/2002","97","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","97","36","69","61"
"08/29/2002","101","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","101","29","80","51"
"08/30/2002","97","Ozone","Glendora","06-037-0016","AQS","17","97","43","86","78"
"08/31/2002","140","Ozone","Santa Clarita","06-037-6012","AQS","26","140","63","82","103"
"09/01/2002","122","Ozone","Glendora","06-037-0016","AQS","28","122","27","64","81"
"09/02/2002","185","Ozone","Pasadena","06-037-2005","AQS","26","185","19","70","73"
"09/03/2002","166","Ozone","Santa Clarita","06-037-6012","AQS","22","166","128","80","76"
"09/04/2002","166","Ozone","Santa Clarita","06-037-6012","AQS","23","166","49","87","77"
"09/05/2002","96","PM2.5","Azusa","06-037-0002","AQS","20","36","84","96","90"
"09/06/2002","77","NO2","Los Angeles-North Main Street","06-037-1103","AQS","25","40","17","61","77"
"09/07/2002","55","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","20","49","19","55","47"
"09/08/2002","84","Ozone","Santa Clarita","06-037-6012","AQS","20","84","23","56","55"
"09/09/2002","105","NO2","Long Beach (North)","06-037-4002","AQS","44","80","39","70","105"
"09/10/2002","97","Ozone","Reseda","06-037-1201","AQS","32","97","45","70","94"
"09/11/2002","151","Ozone","Santa Clarita","06-037-6012","AQS","22","151","48","84","94"
"09/12/2002","126","Ozone","Lancaster-Division Street","06-037-9033","AQS","24","126","39","102","101"
"09/13/2002","185","Ozone","Santa Clarita","06-037-6012","AQS","25","185","37","78","93"
"09/14/2002","182","Ozone","Reseda","06-037-1201","AQS","25","182","28","83","94"
"09/15/2002","177","Ozone","Glendora","06-037-0016","AQS","20","177","34","76","69"
"09/16/2002","64","Ozone","Santa Clarita","06-037-6012","AQS","17","64","47","60","48"
"09/17/2002","75","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","19","71","47","75","67"
"09/18/2002","71","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","14","54","51","71","57"
"09/19/2002","88","PM2.5","Long Beach (North)","06-037-4002","AQS","18","80","29","88","82"
"09/20/2002","159","Ozone","Santa Clarita","06-037-6012","AQS","19","159","36","116","99"
"09/21/2002","154","Ozone","Glendora","06-037-0016","AQS","28","154","31","76","104"
"09/22/2002","192","Ozone","Glendora","06-037-0016","AQS","34","192","26","68","89"
"09/23/2002","136","Ozone","Santa Clarita","06-037-6012","AQS","30","136","69","88","109"
"09/24/2002","206","Ozone","Reseda","06-037-1201","AQS","33","206","48","111","116"
"09/25/2002","150","Ozone","Santa Clarita","06-037-6012","AQS","27","150","33","138","103"
"09/26/2002","154","PM2.5","Azusa","06-037-0002","AQS","20","151","39","154","87"
"09/27/2002","73","PM10","Lancaster-Division Street","06-037-9033","AQS","15","44","73","67","41"
"09/28/2002","50","PM2.5","Azusa","06-037-0002","AQS","13","31","37","50","41"
"09/29/2002","53","PM2.5","Lancaster-Division Street","06-037-9033","AQS","13","44","18","53","40"
"09/30/2002","55","PM2.5","Azusa","06-037-0002","AQS","20","44","19","55","47"
"10/01/2002","56","PM2.5","Azusa","06-037-0002","AQS","15","38","36","56","42"
"10/02/2002","60","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","23","47","49","60","49"
"10/03/2002","63","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","25","61","40","63","62"
"10/04/2002","90","Ozone","Santa Clarita","06-037-6012","AQS","36","90","43","66","87"
"10/05/2002","115","Ozone","Glendora","06-037-0016","AQS","40","115","45","68","89"
"10/06/2002","93","Ozone","West Los Angeles","06-037-0113","AQS","27","93","29","63","78"
"10/07/2002","102","NO2","Burbank","06-037-1002","AQS","33","51","27","73","102"
"10/08/2002","147","Ozone","Santa Clarita","06-037-6012","AQS","30","147","34","108","101"
"10/09/2002","154","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","25","143","40","154","90"
"10/10/2002","152","PM2.5","Azusa","06-037-0002","AQS","20","87","25","152","70"
"10/11/2002","103","PM2.5","Azusa","06-037-0002","AQS","16","45","50","103","51"
"10/12/2002","87","PM2.5","Azusa","06-037-0002","AQS","31","48","39","87","76"
"10/13/2002","107","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","26","67","28","107","84"
"10/14/2002","153","PM2.5","","06-037-1601","AQS","20","54","37","153","88"
"10/15/2002","163","PM2.5","Azusa","06-037-0002","AQS","22","61","41","163","77"
"10/16/2002","113","PM2.5","Azusa","06-037-0002","AQS","16","51","48","113","50"
"10/17/2002","79","PM2.5","Lancaster-Division Street","06-037-9033","AQS","16","51","43","79","53"
"10/18/2002","85","PM2.5","Azusa","06-037-0002","AQS","22","61","35","85","55"
"10/19/2002","97","PM2.5","Azusa","06-037-0002","AQS","42","87","33","97","63"
"10/20/2002","112","PM2.5","Azusa","06-037-0002","AQS","19","77","25","112","47"
"10/21/2002","129","PM2.5","Azusa","06-037-0002","AQS","17","48","31","129","61"
"10/22/2002","92","PM2.5","Azusa","06-037-0002","AQS","16","74","46","92","52"
"10/23/2002","86","PM2.5","Burbank","06-037-1002","AQS","23","61","46","86","61"
"10/24/2002","104","PM2.5","Azusa","06-037-0002","AQS","16","48","31","104","57"
"10/25/2002","102","PM2.5","Azusa","06-037-0002","AQS","24","42","34","102","57"
"10/26/2002","85","PM2.5","Lynwood","06-037-1301","AQS","24","45","20","85","47"
"10/27/2002","74","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","51","54","20","74","57"
"10/28/2002","94","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","33","51","24","94","79"
