"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"05/11/2000","61","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","15","61","26","53","61"
"05/12/2000","79","NO2","","06-037-1601","AQS","27","71","51","63","79"
"05/13/2000","126","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","30","126","22","60","74"
"05/14/2000","112","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","16","112","18","57","64"
"05/15/2000","67","NO2","Los Angeles-North Main Street","06-037-1103","AQS","17","61","19","54","67"
"05/16/2000","50","Ozone","Hawthorne","06-037-5001","AQS","11","50","35","33","42"
"05/17/2000","58","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","15","48","21","58","53"
"05/18/2000","84","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","18","84","51","67","68"
"05/19/2000","108","Ozone","","06-037-6002","AQS","23","108","22","86","100"
"05/20/2000","201","Ozone","Glendora","06-037-0016","AQS","24","201","25","90","101"
"05/21/2000","192","Ozone","Glendora","06-037-0016","AQS","17","192","23","86","79"
"05/22/2000","136","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","18","136","25","111","89"
"05/23/2000","143","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","16","143","32","98","53"
"05/24/2000","84","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","17","84","32","70","46"
"05/25/2000","76","PM2.5","Azusa","06-037-0002","AQS","16","49","45","76","46"
"05/26/2000","77","PM2.5","Azusa","06-037-0002","AQS","22","58","34","77","62"
"05/27/2000","213","Ozone","Glendora","06-037-0016","AQS","30","213","29","82","99"
"05/28/2000","243","Ozone","Glendora","06-037-0016","AQS","23","243","24","82","72"
"05/29/2000","205","Ozone","Glendora","06-037-0016","AQS","15","205","24","102","62"
"05/30/2000","151","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","15","151","56","102","48"
"05/31/2000","150","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","16","150","32","75","51"
"06/01/2000","150","Ozone","","06-037-6002","AQS","16","150","30","79","72"
"06/02/2000","129","Ozone","","06-037-6002","AQS","17","129","29","87","73"
"06/03/2000","166","Ozone","Glendora","06-037-0016","AQS","17","166","37","82","78"
"06/04/2000","202","Ozone","Glendora","06-037-0016","AQS","18","202","22","73","70"
"06/05/2000","84","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","16","84","55","65","68"
"06/06/2000","105","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","18","105","28","69","103"
"06/07/2000","99","NO2","Glendora","06-037-0016","AQS","16","77","26","65","99"
"06/08/2000","42","PM2.5","Azusa","06-037-0002","AQS","10","40","17","42","41"
"06/09/2000","54","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","15","54","19","52","50"
"06/10/2000","126","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","15","126","19","61","49"
"06/11/2000","166","Ozone","Glendora","06-037-0016","AQS","15","166","35","65","50"
"06/12/2000","154","Ozone","","06-037-6002","AQS","18","154","22","72","85"
"06/13/2000","182","Ozone","","06-037-6002","AQS","19","182","25","72","98"
"06/14/2000","83","NO2","Glendora","06-037-0016","AQS","16","61","25","74","83"
"06/15/2000","200","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","16","200","41","73","65"
"06/16/2000","136","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","14","136","32","72","49"
"06/17/2000","166","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","14","166","29","63","41"
"06/18/2000","80","Ozone","","06-037-6002","AQS","13","80","19","62","36"
"06/19/2000","84","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","13","84","20","63","45"
"06/20/2000","108","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","14","108","42","70","58"
"06/21/2000","150","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","15","150","31","77","78"
"06/22/2000","182","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","16","182","33","78","86"
"06/23/2000","66","PM2.5","Reseda","06-037-1201","AQS","14","64","39","66","44"
"06/24/2000","93","Ozone","Azusa","06-037-0002","AQS","15","93","16","60","49"
"06/25/2000","90","Ozone","Azusa","06-037-0002","AQS","17","90","22","59","56"
"06/26/2000","77","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","19","77","28","67","71"
"06/27/2000","103","NO2","Glendora","06-037-0016","AQS","18","93","24","72","103"
"06/28/2000","90","NO2","Glendora","06-037-0016","AQS","17","71","22","78","90"
"06/29/2000","122","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","15","122","55","82","60"
"06/30/2000","150","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","15","150","30","82","52"
"07/01/2000","140","Ozone","","06-037-6002","AQS","14","140","22","85","52"
"07/02/2000","129","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","14","129","24","74","40"
"07/03/2000","105","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","11","105","25","67","43"
"07/04/2000","112","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","11","112","27","110","46"
"07/05/2000","151","PM2.5","Azusa","06-037-0002","AQS","14","101","70","151","60"
"07/06/2000","64","PM2.5","Azusa","06-037-0002","AQS","16","58","20","64","64"
"07/07/2000","64","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","15","64","17","59","60"
"07/08/2000","97","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","15","97","17","61","40"
"07/09/2000","100","Ozone","Glendora","06-037-0016","AQS","14","100","17","62","41"
"07/10/2000","64","PM2.5","Azusa","06-037-0002","AQS","13","64","19","64","43"
"07/11/2000","133","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","14","133","42","68","54"
"07/12/2000","136","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","13","136","22","69","50"
"07/13/2000","87","Ozone","","06-037-6002","AQS","16","87","18","63","63"
"07/14/2000","101","NO2","Burbank","06-037-1002","AQS","18","84","27","66","101"
"07/15/2000","105","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","14","105","23","64","72"
"07/16/2000","119","Ozone","","06-037-6002","AQS","14","119","19","64","48"
"07/17/2000","97","Ozone","","06-037-6002","AQS","19","97","52","69","79"
"07/18/2000","108","Ozone","Glendora","06-037-0016","AQS","28","108","25","74","107"
"07/19/2000","150","Ozone","Glendora","06-037-0016","AQS","31","150","29","73","109"
"07/20/2000","154","Ozone","","06-037-6002","AQS","23","154","47","77","102"
"07/21/2000","122","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","18","122","25","80","83"
"07/22/2000","174","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","23","174","30","84","80"
"07/23/2000","140","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","19","140","36","76","100"
"07/24/2000","150","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","22","150","27","79","100"
"07/25/2000","213","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","20","213","62","85","106"
"07/26/2000","154","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","17","154","31","84","71"
"07/27/2000","161","Ozone","Glendora","06-037-0016","AQS","24","161","29","89","99"
"07/28/2000","154","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","30","154","30","76","102"
"07/29/2000","140","Ozone","","06-037-6002","AQS","30","140","41","69","69"
"07/30/2000","205","Ozone","","06-037-6002","AQS","25","205","26","75","68"
"07/31/2000","177","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","31","177","50","70","67"
"08/01/2000","140","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","28","140","44","77","105"
"08/02/2000","108","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","17","108",".","72","94"
"08/03/2000","133","Ozone","","06-037-6002","AQS","20","133","27","75","102"
"08/04/2000","80","Ozone","Glendora","06-037-0016","AQS","19","80","52","71","74"
"08/05/2000","150","Ozone","Glendora","06-037-0016","AQS","19","150","33","69","71"
"08/06/2000","200","Ozone","","06-037-6002","AQS","18","200","15","95","72"
"08/07/2000","100","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","16","100","22","80","52"
"08/08/2000","126","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","18","126","24","86","79"
"08/09/2000","105","NO2","Pomona","06-037-1701","AQS","26","93","19","67","105"
"08/10/2000","105","NO2","Pasadena","06-037-2005","AQS","32","71","58","68","105"
"08/11/2000","154","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","31","154","26","67","102"
"08/12/2000","209","Ozone","Pasadena","06-037-2005","AQS","19","209","23","72","96"
"08/13/2000","217","Ozone","Glendora","06-037-0016","AQS","20","217","34","85","84"
"08/14/2000","151","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","25","151","28","80","103"
"08/15/2000","122","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","30","122","28","97","103"
"08/16/2000","159","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","30","159","60","78","103"
"08/17/2000","119","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","25","119","31","76","103"
"08/18/2000","156","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","23","156","33","90","103"
"08/19/2000","143","Ozone","Glendora","06-037-0016","AQS","22","143","27","69","79"
"08/20/2000","164","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","19","164","23","66","60"
"08/21/2000","133","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","23","133","26","63","60"
"08/22/2000","185","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","23","185","52","80","60"
"08/23/2000","150","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","40","150","25","80","78"
"08/24/2000","126","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","26","126","35","76","79"
"08/25/2000","161","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","24","161","31","72","84"
"08/26/2000","100","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","54","100","21","86","78"
"08/27/2000","90","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","33","90","18","61","47"
"08/28/2000","100","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","19","100","50","74","53"
"08/29/2000","87","PM2.5","Azusa","06-037-0002","AQS","28","50","13","87","49"
"08/30/2000","57","PM2.5","Azusa","06-037-0002","AQS","32","50","16","57","38"
"08/31/2000","53","PM2.5","Azusa","06-037-0002","AQS","34","47","19","53","47"
"09/01/2000","38","NO2","Pomona","06-037-1701","AQS","14","31","12","37","38"
"09/02/2000","41","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","19","41","6","35","28"
"09/03/2000","61","PM2.5","Long Beach (North)","06-037-4002","AQS","16","50","19","61","41"
"09/04/2000","67","Ozone","Glendora","06-037-0016","AQS","18","67","17","53","47"
"09/05/2000","77","NO2","Los Angeles-North Main Street","06-037-1103","AQS","38","67","24","61","77"
"09/06/2000","105","NO2","Long Beach (North)","06-037-4002","AQS","35","80","30","70","105"
"09/07/2000","106","NO2","Los Angeles-North Main Street","06-037-1103","AQS","42","80","27","74","106"
"09/08/2000","88","NO2","Pomona","06-037-1701","AQS","30","71","24","78","88"
"09/09/2000","143","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","26","143","50","97","100"
"09/10/2000","150","Ozone","Glendora","06-037-0016","AQS","31","150","23","78","89"
"09/11/2000","114","PM2.5","Long Beach (North)","06-037-4002","AQS","49","87","23","114","103"
"09/12/2000","108","NO2","Pomona","06-037-1701","AQS","54","74","29","84","108"
"09/13/2000","129","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","31","129","35","69","105"
"09/14/2000","67","NO2","Pomona","06-037-1701","AQS","24","45","28","64","67"
"09/15/2000","104","NO2","Los Angeles-North Main Street","06-037-1103","AQS","31","71","40","76","104"
"09/16/2000","192","Ozone","Glendora","06-037-0016","AQS","48","192","27","71","108"
"09/17/2000","207","Ozone","Glendora","06-037-0016","AQS","32","207","21","68","71"
"09/18/2000","106","PM2.5","Lynwood","06-037-1301","AQS","27","105","27","106","103"
"09/19/2000","146","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","26","126","33","146","104"
"09/20/2000","143","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","17","143","37","99","55"
"09/21/2000","66","PM2.5","Burbank","06-037-1002","AQS","14","47","41","66","42"
"09/22/2000","55","PM10","Lancaster-Ponderosa St.","06-037-9002","AQS","14","29","55","32","34"
"09/23/2000","42","NO2","Pomona","06-037-1701","AQS","25","28","10","29","42"
"09/24/2000","54","NO2","Pomona","06-037-1701","AQS","35","50","19","53","54"
"09/25/2000","84","NO2","Pomona","06-037-1701","AQS","41","51","21","58","84"
"09/26/2000","89","NO2","Reseda","06-037-1201","AQS","26","44","27","73","89"
"09/27/2000","90","PM2.5","Burbank","06-037-1002","AQS","15","42","48","90","55"
"09/28/2000","109","PM2.5","Azusa","06-037-0002","AQS","18","44","57","109","58"
"09/29/2000","81","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","23","71","34","81","57"
"09/30/2000","96","PM2.5","Burbank","06-037-1002","AQS","25","93","31","96","57"
"10/01/2000","154","Ozone","","06-037-6002","AQS","23","154","24","104","100"
"10/02/2000","102","PM2.5","Azusa","06-037-0002","AQS","18","58","29","102","79"
"10/03/2000","117","PM2.5","Burbank","06-037-1002","AQS","17","36","51","117","57"
"10/04/2000","68","PM2.5","Azusa","06-037-0002","AQS","18","54","33","68","60"
"10/05/2000","69","PM2.5","Azusa","06-037-0002","AQS","18","49","35","69","64"
"10/06/2000","96","PM2.5","Azusa","06-037-0002","AQS","24","49","33","96","57"
"10/07/2000","97","Ozone","Lancaster-Ponderosa St.","06-037-9002","AQS","18","97","27","57","47"
"10/08/2000","94","PM2.5","Azusa","06-037-0002","AQS","22","90","27","94","53"
"10/09/2000","138","PM2.5","Azusa","06-037-0002","AQS","20","97","56","138","76"
"10/10/2000","51","PM2.5","Azusa","06-037-0002","AQS","14","35","19","51","40"
"10/11/2000","42","NO2","Pomona","06-037-1701","AQS","15","34","9","36","42"
"10/12/2000","55","PM2.5","Lynwood","06-037-1301","AQS","26","33","11","55","46"
"10/13/2000","66","NO2","Long Beach (North)","06-037-4002","AQS","35","41","18","63","66"
"10/14/2000","74","NO2","Pomona","06-037-1701","AQS","43","42","19","73","74"
"10/15/2000","78","PM2.5","Lynwood","06-037-1301","AQS","38","46","37","78","68"
"10/16/2000","106","PM2.5","Long Beach (North)","06-037-4002","AQS","58","47","25","106","105"
"10/17/2000","109","NO2","Lynwood","06-037-1301","AQS","52","45","28","102","109"
"10/18/2000","171","PM2.5","Burbank","06-037-1002","AQS","27","49","55","171","103"
"10/19/2000","163","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","28","61","26","163","103"
"10/20/2000","177","PM2.5","Azusa","06-037-0002","AQS","35","87","31","177","106"
"10/21/2000","101","PM2.5","Azusa","06-037-0002","AQS","22","49","51","101","54"
"10/22/2000","64","NO2","Azusa","06-037-0002","AQS","33","43","43","63","64"
"10/23/2000","73","NO2","Lynwood","06-037-1301","AQS","59","31","16","62","73"
"10/24/2000","61","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","24","39","31","61","53"
"10/25/2000","70","NO2","Los Angeles-North Main Street","06-037-1103","AQS","38","40","32","58","70"
"10/26/2000","49","NO2","Glendora","06-037-0016","AQS","16","32","7","38","49"
"10/27/2000","52","PM2.5","Burbank","06-037-1002","AQS","19","29","17","52","49"
"10/28/2000","53","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","19","42","11","53","40"
"10/29/2000","51","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","17","31","6","51","39"
"10/30/2000","57","PM2.5","Lynwood","06-037-1301","AQS","27","33","6","57","39"
