"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"03/18/2011","65","PM2.5","Glendora","06-037-0016","AQS","13","51","30","65","42"
"03/19/2011","58","Ozone","LAX Hastings","06-037-5005","AQS","6","58","12","55","28"
"03/20/2011","61","PM2.5","Santa Clarita","06-037-6012","AQS","6","51","19","61","25"
"03/21/2011","56","PM2.5","Reseda","06-037-1201","AQS","9","50","8","56","52"
"03/22/2011","60","PM2.5","Reseda","06-037-1201","AQS","13","49","18","60","42"
"03/23/2011","64","PM2.5","Reseda","06-037-1201","AQS","11","42","18","64","37"
"03/24/2011","64","PM2.5","Reseda","06-037-1201","AQS","11","47","21","64","38"
"03/25/2011","55","PM2.5","Reseda","06-037-1201","AQS","7","51","12","55","35"
"03/26/2011","61","NO2","Pomona","06-037-1701","AQS","9","46","16","57","61"
"03/27/2011","56","PM2.5","Reseda","06-037-1201","AQS","7","49","8","56","33"
"03/28/2011","61","PM2.5","Reseda","06-037-1201","AQS","13","43","21","61","34"
"03/29/2011","65","PM2.5","Glendora","06-037-0016","AQS","13","48","31","65","46"
"03/30/2011","64","PM2.5","Burbank","06-037-1002","AQS","17","44","36","64","57"
"03/31/2011","66","PM2.5","Long Beach (North)","06-037-4002","AQS","18","64","36","66","66"
"04/01/2011","101","Ozone","Lancaster-Division Street","06-037-9033","AQS","14","101","51","67","63"
"04/02/2011","79","PM2.5","Reseda","06-037-1201","AQS","8","41","29","79","31"
"04/03/2011","61","PM2.5","Reseda","06-037-1201","AQS","5","46","20","61","30"
"04/04/2011","64","Ozone","Reseda","06-037-1201","AQS","9","64","31","62","44"
"04/05/2011","80","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","80","42","68","46"
"04/06/2011","85","PM2.5","Reseda","06-037-1201","AQS","7","61","33","85","35"
"04/07/2011","64","PM2.5","Reseda","06-037-1201","AQS","6","50","29","64","27"
"04/08/2011","50","Ozone","Reseda","06-037-1201","AQS","6","50","17","49","39"
"04/09/2011","61","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","61","21","56","38"
"04/10/2011","74","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","74","26","67","39"
"04/11/2011","74","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","74","30","60","44"
"04/12/2011","77","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","77","35","71","41"
"04/13/2011","65","PM2.5","Glendora","06-037-0016","AQS","6","58","31","65","30"
"04/14/2011","97","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","97","46","78","54"
"04/15/2011","84","Ozone","Glendora","06-037-0016","AQS","17","84","47","68","60"
"04/16/2011","115","Ozone","Glendora","06-037-0016","AQS","16","115","42","61","53"
"04/17/2011","77","Ozone","Glendora","06-037-0016","AQS","10","77","31","70","36"
"04/18/2011","70","PM2.5","Reseda","06-037-1201","AQS","6","40","27","70","26"
"04/19/2011","71","PM2.5","Reseda","06-037-1201","AQS","6","44","28","71","28"
"04/20/2011","66","PM2.5","Reseda","06-037-1201","AQS","6","45","25","66","36"
"04/21/2011","60","PM2.5","Glendora","06-037-0016","AQS","6","40","25","60","33"
"04/22/2011","63","PM2.5","Reseda","06-037-1201","AQS","6","61","22","63","27"
"04/23/2011","65","PM2.5","Burbank","06-037-1002","AQS","6","49","29","65","28"
"04/24/2011","54","PM2.5","Glendora","06-037-0016","AQS","6","44","18","54","20"
"04/25/2011","57","PM2.5","Glendora","06-037-0016","AQS","6","48","26","57","29"
"04/26/2011","71","Ozone","Reseda","06-037-1201","AQS","6","71","37","57","44"
"04/27/2011","87","Ozone","Reseda","06-037-1201","AQS","9","87","41","61","60"
"04/28/2011","64","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","64","43","62","61"
"04/29/2011","80","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","80","43","63","43"
"04/30/2011","77","Ozone","Pico Rivera #2","06-037-1602","AQS","8","77","36","56","46"
"05/01/2011","64","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","64","27","30","42"
"05/02/2011","71","Ozone","Reseda","06-037-1201","AQS","9","71","39","46","56"
"05/03/2011","105","Ozone","Reseda","06-037-1201","AQS","10","105","46","58","57"
"05/04/2011","164","Ozone","Reseda","06-037-1201","AQS","10","164","56","67","65"
"05/05/2011","187","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","187","59","79","58"
"05/06/2011","161","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","161","48","109","33"
"05/07/2011","119","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","119","39","89","33"
"05/08/2011","55","PM2.5","Burbank","06-037-1002","AQS","6","54","24","55","15"
"05/09/2011","64","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","64","24","53","29"
"05/10/2011","64","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","64","30","61","30"
"05/11/2011","87","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","87","36","76","34"
"05/12/2011","133","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","133","39","87","44"
"05/13/2011","133","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","133","39","76","41"
"05/14/2011","72","PM2.5","Reseda","06-037-1201","AQS","6","61","22","72","17"
"05/15/2011","57","PM2.5","Reseda","06-037-1201","AQS","5","54","18","57","23"
"05/16/2011","55","PM2.5","Reseda","06-037-1201","AQS","6","46","17","55","29"
"05/17/2011","67","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","67","17","55","19"
"05/18/2011","57","PM2.5","Reseda","06-037-1201","AQS","6","46","20","57","29"
"05/19/2011","63","PM2.5","Reseda","06-037-1201","AQS","6","51","29","63","30"
"05/20/2011","80","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","80","38","76","37"
"05/21/2011","129","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","129","44","82","37"
"05/22/2011","79","PM2.5","Reseda","06-037-1201","AQS","6","77","37","79","25"
"05/23/2011","69","PM2.5","Reseda","06-037-1201","AQS","6","54","31","69","29"
"05/24/2011","100","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","100","33","67","37"
"05/25/2011","100","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","100","40","72","40"
"05/26/2011","61","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","61","29","54","32"
"05/27/2011","77","Ozone","Santa Clarita","06-037-6012","AQS","7","77","39","59","39"
"05/28/2011","74","Ozone","Santa Clarita","06-037-6012","AQS","6","74","33","63","25"
"05/29/2011","52","PM2.5","Long Beach (North)","06-037-4002","AQS","6","48","33","52","17"
"05/30/2011","71","Ozone","Glendora","06-037-0016","AQS","7","71","28","54","32"
"05/31/2011","112","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","112","30","54","43"
"06/01/2011","59","PM2.5","Burbank","06-037-1002","AQS","7","58","25","59","35"
"06/02/2011","56","PM2.5","Glendora","06-037-0016","AQS","7","51","33","56","42"
"06/03/2011","84","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","84","31","59","38"
"06/04/2011","67","Ozone","Glendora","06-037-0016","AQS","7","67","26","66","24"
"06/05/2011","60","PM2.5","Glendora","06-037-0016","AQS","7","51","19","60","25"
"06/06/2011","55","PM2.5","Reseda","06-037-1201","AQS","6","42","19","55","41"
"06/07/2011","61","PM2.5","Reseda","06-037-1201","AQS","7","58","24","61","28"
"06/08/2011","74","PM2.5","Reseda","06-037-1201","AQS","6","51","31","74","22"
"06/09/2011","87","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","87","41","84","34"
"06/10/2011","90","PM2.5","Santa Clarita","06-037-6012","AQS","7","90","37","90","27"
"06/11/2011","90","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","90","31","85","20"
"06/12/2011","80","Ozone","Glendora","06-037-0016","AQS","9","80","26","74","25"
"06/13/2011","93","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","93","34","78","29"
"06/14/2011","154","Ozone","Santa Clarita","06-037-6012","AQS","8","154","46","87","41"
"06/15/2011","122","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","122","42","89","31"
"06/16/2011","80","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","80","27","73","32"
"06/17/2011","84","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","84","26","74","29"
"06/18/2011","100","Ozone","Santa Clarita","06-037-6012","AQS","6","100","34","76","21"
"06/19/2011","80","Ozone","Santa Clarita","06-037-6012","AQS","7","80","27","77","24"
"06/20/2011","143","Ozone","Santa Clarita","06-037-6012","AQS","8","143","41","86","41"
"06/21/2011","174","Ozone","Reseda","06-037-1201","AQS","8","174","48","93","37"
"06/22/2011","147","Ozone","Reseda","06-037-1201","AQS","8","147","46","97","36"
"06/23/2011","115","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","115","36","99","43"
"06/24/2011","96","PM2.5","Reseda","06-037-1201","AQS","7","77","38","96","27"
"06/25/2011","151","Ozone","Glendora","06-037-0016","AQS","7","151","40","93","25"
"06/26/2011","174","Ozone","Glendora","06-037-0016","AQS","8","174","38","77","34"
"06/27/2011","140","Ozone","Reseda","06-037-1201","AQS","9","140","42","78","53"
"06/28/2011","93","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","93","39","83","32"
"06/29/2011","67","PM2.5","Reseda","06-037-1201","AQS","6","45","32","67","25"
"06/30/2011","112","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","112","28","66","48"
"07/01/2011","185","Ozone","Reseda","06-037-1201","AQS","9","185","37","65","67"
"07/02/2011","218","Ozone","Santa Clarita","06-037-6012","AQS","8","218","45","77","42"
"07/03/2011","202","Ozone","Santa Clarita","06-037-6012","AQS","8","202","50","85","35"
"07/04/2011","169","Ozone","Glendora","06-037-0016","AQS","9","169","46","86","40"
"07/05/2011","178","PM2.5","Azusa","06-037-0002","AQS","9","97","63","178","43"
"07/06/2011","126","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","126","41","66","28"
"07/07/2011","143","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","143","39","75","35"
"07/08/2011","151","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","151","51","77","31"
"07/09/2011","122","Ozone","Santa Clarita","06-037-6012","AQS","7","122","32","75","26"
"07/10/2011","129","Ozone","Santa Clarita","06-037-6012","AQS","7","129","33","83","22"
"07/11/2011","112","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","112","32","84","22"
"07/12/2011","105","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","105","30","79","22"
"07/13/2011","100","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","100","24","76","25"
"07/14/2011","69","PM2.5","Reseda","06-037-1201","AQS","9","47","28","69","25"
"07/15/2011","84","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","84","26","68","25"
"07/16/2011","93","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","93","30","70","30"
"07/17/2011","133","Ozone","Glendora","06-037-0016","AQS","6","133","30","71","25"
"07/18/2011","151","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","151","32","63","35"
"07/19/2011","136","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","136","31","65","44"
"07/20/2011","115","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","115","47","72","47"
"07/21/2011","154","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","154","49","86","32"
"07/22/2011","129","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","129","50","88","30"
"07/23/2011","147","Ozone","Glendora","06-037-0016","AQS","7","147","43","83","26"
"07/24/2011","143","Ozone","Glendora","06-037-0016","AQS","8","143","34","72","33"
"07/25/2011","108","Ozone","Santa Clarita","06-037-6012","AQS","8","108","31","67","41"
"07/26/2011","64","PM2.5","Burbank","06-037-1002","AQS","8","49","52","64","40"
"07/27/2011","74","PM2.5","Reseda","06-037-1201","AQS","6","61","40","74","32"
"07/28/2011","126","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","126","39","75","25"
"07/29/2011","84","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","84","39","74","33"
"07/30/2011","126","Ozone","Santa Clarita","06-037-6012","AQS","6","126","35","68","25"
"07/31/2011","74","Ozone","Glendora","06-037-0016","AQS","7","74","32","69","25"
"08/01/2011","122","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","122","54","70","43"
"08/02/2011","77","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","77","38","66","54"
"08/03/2011","115","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","115","40","67","52"
"08/04/2011","115","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","115","32","68","56"
"08/05/2011","100","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","100","42","73","45"
"08/06/2011","136","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","136","39","79","33"
"08/07/2011","154","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","154","40","87","33"
"08/08/2011","150","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","150","46","91","42"
"08/09/2011","159","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","159","50","94","34"
"08/10/2011","122","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","122","46","90","21"
"08/11/2011","133","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","133","40","80","26"
"08/12/2011","172","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","172","44","84","48"
"08/13/2011","187","Ozone","Santa Clarita","06-037-6012","AQS","7","187","47","92","32"
"08/14/2011","166","Ozone","Glendora","06-037-0016","AQS","7","166","41","85","31"
"08/15/2011","190","Ozone","Santa Clarita","06-037-6012","AQS","7","190","49","91","37"
"08/16/2011","166","Ozone","Glendora","06-037-0016","AQS","7","166","49","94","48"
"08/17/2011","195","Ozone","Santa Clarita","06-037-6012","AQS","9","195","48","83","54"
"08/18/2011","172","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","172","50","83","51"
"08/19/2011","169","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","169","56","94","32"
"08/20/2011","129","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","129","50","90","19"
"08/21/2011","140","Ozone","Glendora","06-037-0016","AQS","6","140","40","81","23"
"08/22/2011","129","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","129","36","72","43"
"08/23/2011","129","Ozone","Santa Clarita","06-037-6012","AQS","9","129","40","73","52"
"08/24/2011","150","Ozone","Reseda","06-037-1201","AQS","8","150","45","75","45"
"08/25/2011","143","Ozone","Glendora","06-037-0016","AQS","10","143","51","79","54"
"08/26/2011","156","Ozone","Pomona","06-037-1701","AQS","9","156","52","81","60"
"08/27/2011","172","Ozone","Glendora","06-037-0016","AQS","9","172","40","73","56"
"08/28/2011","204","Ozone","Glendora","06-037-0016","AQS","9","204","47","80","44"
"08/29/2011","179","Ozone","Santa Clarita","06-037-6012","AQS","7","179","47","80","47"
"08/30/2011","108","Ozone","Santa Clarita","06-037-6012","AQS","7","108","51","84","48"
"08/31/2011","150","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","150","46","83","43"
"09/01/2011","93","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","93","47","87","51"
"09/02/2011","129","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","129","51","92","46"
"09/03/2011","161","Ozone","Santa Clarita","06-037-6012","AQS","9","161","38","76","47"
"09/04/2011","156","Ozone","Glendora","06-037-0016","AQS","10","156","37","77","39"
"09/05/2011","150","Ozone","Santa Clarita","06-037-6012","AQS","8","150","41","79","49"
"09/06/2011","129","Ozone","Glendora","06-037-0016","AQS","13","129","38","74","65"
"09/07/2011","156","Ozone","Glendora","06-037-0016","AQS","14","156","43","74","103"
"09/08/2011","154","Ozone","Lancaster-Division Street","06-037-9033","AQS","13","154","36","69","63"
"09/09/2011","129","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","129","47","78","43"
"09/10/2011","79","PM2.5","Reseda","06-037-1201","AQS","5","61","42","79","23"
"09/11/2011","101","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","101","25","68","27"
"09/12/2011","112","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","112","39","68","43"
"09/13/2011","72","PM2.5","Glendora","06-037-0016","AQS","9","54","34","72","53"
"09/14/2011","140","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","140","45","82","40"
"09/15/2011","143","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","143","53","100","42"
"09/16/2011","101","PM2.5","Santa Clarita","06-037-6012","AQS","6","87","46","101","28"
"09/17/2011","101","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","101","34","85","31"
"09/18/2011","126","Ozone","Glendora","06-037-0016","AQS","9","126","35","79","31"
"09/19/2011","119","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","119","45","84","54"
"09/20/2011","151","Ozone","Santa Clarita","06-037-6012","AQS","8","151","54","105","44"
"09/21/2011","159","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","159","52","122","42"
"09/22/2011","122","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","10","97","54","122","60"
"09/23/2011","103","PM2.5","Glendora","06-037-0016","AQS","11","97","53","103","46"
"09/24/2011","107","PM2.5","Glendora","06-037-0016","AQS","7","97","51","107","33"
"09/25/2011","93","PM2.5","Santa Clarita","06-037-6012","AQS","6","87","36","93","29"
"09/26/2011","99","PM2.5","Glendora","06-037-0016","AQS","7","80","44","99","44"
"09/27/2011","110","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","15","90","47","110","87"
"09/28/2011","152","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","8","108","55","152","45"
"09/29/2011","126","Ozone","Lancaster-Division Street","06-037-9033","AQS","13","126","44","113","41"
"09/30/2011","80","PM2.5","Burbank","06-037-1002","AQS","8","50","55","80","50"
"10/01/2011","75","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","15","43","26","75","57"
"10/02/2011","66","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","11","42","22","66","40"
"10/03/2011","61","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","9","38","21","61","39"
"10/04/2011","52","PM2.5","Reseda","06-037-1201","AQS","10","41","13","52","23"
"10/05/2011","52","PM2.5","Reseda","06-037-1201","AQS","5","39","12","52","27"
"10/06/2011","60","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","11","43","21","60","34"
"10/07/2011","57","PM2.5","Burbank","06-037-1002","AQS","10","45","22","57","35"
"10/08/2011","63","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","16","46","23","63","42"
"10/09/2011","74","Ozone","Reseda","06-037-1201","AQS","18","74","21","64","45"
"10/10/2011","80","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","16","77","27","80","50"
"10/11/2011","88","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","17","54","36","88","65"
"10/12/2011","71","Ozone","Glendora","06-037-0016","AQS","22","71","35","70","65"
"10/13/2011","74","Ozone","Reseda","06-037-1201","AQS","24","74","36","70","73"
"10/14/2011","119","Ozone","Santa Clarita","06-037-6012","AQS","14","119","31","89","62"
"10/15/2011","122","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","122","47","104","36"
"10/16/2011","105","Ozone","Santa Clarita","06-037-6012","AQS","8","105","35","82","32"
"10/17/2011","95","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","15","54","31","95","47"
"10/18/2011","109","PM2.5","Burbank","06-037-1002","AQS","14","49","52","109","46"
"10/19/2011","136","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","9","80","47","136","52"
"10/20/2011","135","PM2.5","Reseda","06-037-1201","AQS","8","93","45","135","42"
"10/21/2011","122","PM2.5","Burbank","06-037-1002","AQS","9","84","52","122","47"
"10/22/2011","117","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","15","61","31","117","55"
"10/23/2011","117","PM2.5","Burbank","06-037-1002","AQS","15","90","41","117","48"
"10/24/2011","156","PM2.5","Glendora","06-037-0016","AQS","8","87","61","156","44"
"10/25/2011","85","PM2.5","Glendora","06-037-0016","AQS","7","44","33","85","38"
"10/26/2011","68","PM2.5","Glendora","06-037-0016","AQS","9","44","29","68","41"
"10/27/2011","74","PM2.5","Long Beach (North)","06-037-4002","AQS","15","41","37","74","57"
"10/28/2011","74","PM2.5","Long Beach (North)","06-037-4002","AQS","25","43","34","74","68"
"10/29/2011","88","PM2.5","Long Beach (North)","06-037-4002","AQS","24","51","43","88","72"
"10/30/2011","104","PM2.5","Long Beach (North)","06-037-4002","AQS","30","74","47","104","77"
"10/31/2011","108","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","18","87","37","108","89"
"11/01/2011","161","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","18","61","50","161","67"
