"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2007","108","PM2.5","Long Beach (South)","06-037-4004","AQS","25","38","9","108","67"
"01/02/2007","81","NO2","LAX Hastings","06-037-5005","AQS","43","35","19","66","81"
"01/03/2007","71","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","50","28","30","71","62"
"01/04/2007","69","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","28","32","16","69","43"
"01/05/2007","44","NO2","Los Angeles-North Main Street","06-037-1103","AQS","19","39","30","30","44"
"01/06/2007","84","PM2.5","Lynwood","06-037-1301","AQS","34","37","67","84","53"
"01/07/2007","70","PM2.5","Long Beach (South)","06-037-4004","AQS","50","38","14","70","49"
"01/08/2007","70","NO2","Los Angeles-North Main Street","06-037-1103","AQS","55","37","22","60","70"
"01/09/2007","87","NO2","Pico Rivera #2","06-037-1602","AQS","42","30","27","61","87"
"01/10/2007","102","NO2","Pico Rivera #2","06-037-1602","AQS","42","26","38","70","102"
"01/11/2007","57","PM2.5","Azusa","06-037-0002","AQS","14","38","28","57","50"
"01/12/2007","76","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","11","36","30","76","42"
"01/13/2007","56","PM2.5","Long Beach (North)","06-037-4002","AQS","22","33","13","56","40"
"01/14/2007","73","PM2.5","Long Beach (North)","06-037-4002","AQS","33","32","17","73","46"
"01/15/2007","91","PM2.5","Pico Rivera #2","06-037-1602","AQS","42","35","20","91","65"
"01/16/2007","82","NO2","Pico Rivera #2","06-037-1602","AQS","43","35","29","81","82"
"01/17/2007","69","NO2","Pico Rivera #2","06-037-1602","AQS","32","29","31","62","69"
"01/18/2007","87","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","45","39","53","87","76"
"01/19/2007","77","NO2","Pico Rivera #2","06-037-1602","AQS","59","34","36","60","77"
"01/20/2007","61","PM2.5","Long Beach (North)","06-037-4002","AQS","26","34","32","61","44"
"01/21/2007","71","PM2.5","Long Beach (North)","06-037-4002","AQS","52","39","23","71","50"
"01/22/2007","80","NO2","Pico Rivera #2","06-037-1602","AQS","34","35",".","65","80"
"01/23/2007","102","NO2","Pico Rivera #2","06-037-1602","AQS","36","29",".","72","102"
